,datetime,계절,사고시간,hour,공정율,날씨,공사종류,공종(소분류),공사비,작업자수,부상자,최소공사비
5847,2020-02-25,nan,21:58,21,60~69%,강우,건축/건축물/공장,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5848,2020-02-26,nan,8:00,8,90% 이상,흐림,건축/건축물/공동주택,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5849,2020-02-26,nan,14:21,14,60~69%,맑음,건축/건축물/공장,기타,300억 ~ 500억원 미만,50~99인,1,300억 
5850,2020-02-27,nan,15:30,15,30~39%,맑음,건축/건축물/공동주택,기타,200억 ~ 300억원 미만,50~99인,1,200억 
5851,2020-02-29,nan,9:50,9,60~69%,맑음,건축/건축물/숙박시설,미장공사,200억 ~ 300억원 미만,50~99인,1,200억 
5852,2020-02-29,nan,9:50,9,20~29%,맑음,건축/건축물/교육연구시설,가설공사,200억 ~ 300억원 미만,50~99인,1,200억 
5853,2020-02-29,nan,14:30,14,70~79%,맑음,건축/건축물/업무시설,기타,50억 ~ 100억원 미만,50~99인,1,50억 
5854,2020-03-02,봄,9:20,9,20~29%,맑음,건축/건축물/교육연구시설,철근콘크리트공사,100억 ~ 150억원 미만,50~99인,1,100억 
5855,2020-03-03,봄,15:40,15,90% 이상,맑음,토목/상하수도/상수도,하천공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5856,2020-03-04,봄,10:30,10,60~69%,맑음,토목/상하수도/하수도,기타,200억 ~ 300억원 미만,50~99인,1,200억 
5857,2020-03-05,봄,11:20,11,90% 이상,맑음,건축/건축물/근린생활시설,철근콘크리트공사,20억 ~ 50억원 미만,50~99인,1,20억 
5858,2020-03-07,봄,10:00,10,50~59%,맑음,건축/건축물/판매시설,건축 토공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5859,2020-03-09,봄,9:40,9,80~89%,흐림,토목/터널/기타,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5860,2020-03-09,봄,11:10,11,90% 이상,안개,토목/하천/제방(통관/호안),하천공사,150억 ~ 200억원 미만,50~99인,1,150억 
5861,2020-03-09,봄,11:10,11,80~89%,강우,건축/건축물/업무시설,가설공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5862,2020-03-09,봄,11:10,11,20~29%,흐림,건축/건축물/공장,기타,300억 ~ 500억원 미만,50~99인,1,300억 
5863,2020-03-09,봄,11:50,11,60~69%,흐림,건축/건축물/숙박시설,기계설비공사,200억 ~ 300억원 미만,50~99인,1,200억 
5864,2020-03-09,봄,15:08,15,50~59%,흐림,건축/건축물/문화 및 집회시설,건축물 부대공사,100억 ~ 150억원 미만,50~99인,1,100억 
5865,2020-03-09,봄,15:10,15,50~59%,흐림,건축/건축물/공동주택,전기설비공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5866,2020-03-13,봄,15:00,15,10% 미만,맑음,토목/옹벽 및 절토사면/절토사면,토공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5867,2020-03-13,봄,17:40,17,60~69%,흐림,토목/도로/기타,철근콘크리트공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5868,2020-03-13,봄,19:40,19,90% 이상,맑음,토목/기타,가설공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5869,2020-03-15,봄,10:10,10,60~69%,맑음,건축/건축물/기타,기타,150억 ~ 200억원 미만,50~99인,1,150억 
5870,2020-03-16,봄,15:01,15,90% 이상,맑음,건축/건축물/공동주택,철골공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5871,2020-03-16,봄,15:40,15,50~59%,맑음,건축/건축물/자동차 관련시설,철근콘크리트공사,100억 ~ 150억원 미만,50~99인,1,100억 
5872,2020-03-17,봄,17:00,17,50~59%,맑음,건축/건축물/공장,미장공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5873,2020-03-17,봄,17:00,17,20~29%,맑음,조경/공원,철근콘크리트공사,100억 ~ 150억원 미만,50~99인,1,100억 
5874,2020-03-18,봄,11:00,11,20~29%,맑음,건축/건축물/교육연구시설,해체 및 철거공사,200억 ~ 300억원 미만,50~99인,1,200억 
5875,2020-03-18,봄,16:00,16,90% 이상,맑음,건축/건축물/문화 및 집회시설,기타,200억 ~ 300억원 미만,50~99인,1,200억 
5876,2020-03-18,봄,16:40,16,50~59%,흐림,토목/터널/철도터널,철근콘크리트공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5877,2020-03-20,봄,10:00,10,70~79%,맑음,토목/상하수도/상수도,해체 및 철거공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5878,2020-03-20,봄,10:00,10,10~19%,맑음,토목/기타/부지조성,기타,"4,000만 ~ 1억원 미만",50~99인,1,"4,000만 "
5879,2020-03-20,봄,11:30,11,10% 미만,맑음,건축/건축물/공동주택,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5880,2020-03-21,봄,8:15,8,40~49%,흐림,건축/건축물/공장,기타,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5881,2020-03-21,봄,9:05,9,10~19%,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5882,2020-03-23,봄,8:20,8,90% 이상,맑음,토목/터널/기타,터널공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5883,2020-03-23,봄,15:20,15,50~59%,맑음,건축/건축물/공동주택,건축 토공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5884,2020-03-24,봄,8:15,8,10~19%,안개,건축/건축물/공동주택,기타,200억 ~ 300억원 미만,50~99인,1,200억 
5885,2020-03-24,봄,11:35,11,20~29%,안개,건축/건축물/교육연구시설,해체 및 철거공사,100억 ~ 150억원 미만,50~99인,1,100억 
5886,2020-03-25,봄,13:20,13,40~49%,맑음,건축/건축물/근린생활시설,기타,50억 ~ 100억원 미만,50~99인,1,50억 
5887,2020-03-25,봄,13:20,13,10% 미만,맑음,건축/건축물/업무시설,기타,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5888,2020-03-26,봄,7:50,7,60~69%,맑음,건축/건축물/숙박시설,수장공사,200억 ~ 300억원 미만,50~99인,1,200억 
5889,2020-03-26,봄,13:10,13,80~89%,흐림,토목/기타/부지조성,기타,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5890,2020-03-27,봄,13:00,13,50~59%,맑음,건축/건축물/업무시설,기타,200억 ~ 300억원 미만,50~99인,1,200억 
5891,2020-03-28,봄,10:30,10,10~19%,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5892,2020-03-30,봄,8:15,8,10% 미만,맑음,건축/건축물/업무시설,건축 토공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5893,2020-03-30,봄,10:40,10,40~49%,맑음,토목/터널/철도터널,터널공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5894,2020-03-30,봄,21:30,21,40~49%,맑음,토목/터널/철도터널,터널공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5895,2020-03-31,봄,9:30,9,50~59%,맑음,건축/건축물/공동주택,철근콘크리트공사,300억 ~ 500억원 미만,50~99인,1,300억 
5896,2020-03-31,봄,17:01,17,90% 이상,맑음,건축/건축물/운수시설,도장공사,200억 ~ 300억원 미만,50~99인,1,200억 
5897,2020-03-31,봄,17:56,17,90% 이상,맑음,토목/상하수도/하수도,토공사,300억 ~ 500억원 미만,50~99인,1,300억 
5898,2020-04-02,봄,8:00,8,50~59%,맑음,토목/상하수도/상수도,가설공사,300억 ~ 500억원 미만,50~99인,1,300억 
5899,2020-04-02,봄,8:30,8,20~29%,맑음,건축/건축물/업무시설,철근콘크리트공사,150억 ~ 200억원 미만,50~99인,1,150억 
5900,2020-04-03,봄,13:20,13,10~19%,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5901,2020-04-04,봄,7:30,7,30~39%,안개,건축/건축물/업무시설,기타,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5902,2020-04-04,봄,12:20,12,10~19%,맑음,건축/건축물/공동주택,가설공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5903,2020-04-05,봄,10:00,10,90% 이상,맑음,건축/건축물/공동주택,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5905,2020-04-07,봄,8:45,8,10~19%,안개,건축/건축물/업무시설,가설공사,20억 ~ 50억원 미만,50~99인,1,20억 
5906,2020-04-07,봄,15:20,15,10% 미만,맑음,토목/도로/기타,해체 및 철거공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5907,2020-04-07,봄,15:20,15,50~59%,안개,건축/건축물/공동주택,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5908,2020-04-08,봄,8:50,8,50~59%,맑음,건축/건축물/공동주택,도장공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5909,2020-04-08,봄,12:10,12,30~39%,맑음,토목/터널/도로터널,터널공사,"1,000만 ~ 2,000만원 미만",50~99인,1,"1,000만 "
5911,2020-04-09,봄,10:00,10,30~39%,맑음,토목/상하수도/상수도,철근콘크리트공사,300억 ~ 500억원 미만,50~99인,1,300억 
5912,2020-04-09,봄,10:00,10,30~39%,맑음,토목/상하수도/상수도,관공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5913,2020-04-10,봄,16:28,16,20~29%,맑음,건축/건축물/공동주택,철근콘크리트공사,300억 ~ 500억원 미만,50~99인,1,300억 
5914,2020-04-11,봄,9:00,9,90% 이상,맑음,토목/교량/철도교량,철근콘크리트공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5915,2020-04-11,봄,9:00,9,80~89%,흐림,토목/터널/기타,터널공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5917,2020-04-14,봄,17:00,17,80~89%,맑음,토목/도로/도로,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5919,2020-04-16,봄,7:20,7,60~69%,강우,건축/건축물/교육연구시설,기타,100억 ~ 150억원 미만,50~99인,1,100억 
5920,2020-04-16,봄,15:30,15,30~39%,맑음,토목/기타,기타,300억 ~ 500억원 미만,50~99인,1,300억 
5921,2020-04-18,봄,14:30,14,20~29%,맑음,건축/건축물/공장,철근콘크리트공사,50억 ~ 100억원 미만,50~99인,1,50억 
5922,2020-04-18,봄,14:30,14,60~69%,맑음,건축/건축물/교육연구시설,기타,100억 ~ 150억원 미만,50~99인,1,100억 
5923,2020-04-18,봄,16:00,16,60~69%,맑음,토목/기타/부지조성,가설공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5924,2020-04-19,봄,9:40,9,50~59%,맑음,건축/건축물/창고시설,전기설비공사,300억 ~ 500억원 미만,50~99인,1,300억 
5925,2020-04-21,봄,16:00,16,90% 이상,맑음,토목/도로/도로,도로 및 포장공사,3억 ~ 5억원 미만,50~99인,1,3억 
5926,2020-04-21,봄,16:00,16,30~39%,맑음,건축/건축물/숙박시설,철근콘크리트공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5927,2020-04-22,봄,16:30,16,10~19%,흐림,건축/건축물/공장,철근콘크리트공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5928,2020-04-23,봄,9:30,9,90% 이상,맑음,건축/건축물/교육연구시설,철근콘크리트공사,20억 ~ 50억원 미만,50~99인,1,20억 
5929,2020-04-23,봄,9:30,9,60~69%,맑음,건축/건축물/공동주택,도장공사,100억 ~ 150억원 미만,50~99인,1,100억 
5930,2020-04-23,봄,10:30,10,40~49%,맑음,건축/건축물/업무시설,철근콘크리트공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5931,2020-04-23,봄,13:30,13,10~19%,맑음,건축/건축물/공동주택,기타,300억 ~ 500억원 미만,50~99인,1,300억 
5932,2020-04-24,봄,10:24,10,10% 미만,강풍,건축/건축물/공동주택,가설공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5933,2020-04-24,봄,13:40,13,60~69%,맑음,토목/도로/도로,도로 및 포장공사,100억 ~ 150억원 미만,50~99인,1,100억 
5934,2020-04-27,봄,5:30,5,60~69%,맑음,토목/상하수도/하수도,관공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5935,2020-04-27,봄,8:00,8,10~19%,맑음,건축/건축물/공동주택,가설공사,300억 ~ 500억원 미만,50~99인,1,300억 
5936,2020-04-27,봄,14:00,14,50~59%,맑음,토목/기타/간척매립,항만공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5937,2020-04-27,봄,14:19,14,70~79%,맑음,건축/건축물/공동주택,철근콘크리트공사,200억 ~ 300억원 미만,50~99인,1,200억 
5938,2020-04-27,봄,15:30,15,60~69%,맑음,건축/건축물/숙박시설,전기설비공사,300억 ~ 500억원 미만,50~99인,1,300억 
5940,2020-04-28,봄,13:30,13,80~89%,맑음,토목/철도/일반 및 고속철도,철도 및 궤도공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5941,2020-04-28,봄,18:00,18,30~39%,맑음,토목/터널/철도터널,터널공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5942,2020-04-29,봄,13:32,13,80~89%,맑음,건축/건축물/창고시설,수장공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5943,2020-04-29,봄,15:00,15,30~39%,맑음,토목/교량/도로교량,교량공사,300억 ~ 500억원 미만,50~99인,1,300억 
5944,2020-04-29,봄,15:00,15,40~49%,맑음,건축/건축물/기타,수장공사,300억 ~ 500억원 미만,50~99인,1,300억 
5945,2020-04-29,봄,15:00,15,90% 이상,맑음,토목/상하수도/기타,관공사,20억 ~ 50억원 미만,50~99인,1,20억 
5946,2020-04-29,봄,15:30,15,10~19%,맑음,건축/건축물/근린생활시설,가설공사,200억 ~ 300억원 미만,50~99인,1,200억 
5947,2020-04-30,봄,10:00,10,10~19%,맑음,건축/건축물/공동주택,철근콘크리트공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5948,2020-05-01,봄,10:00,10,40~49%,맑음,토목/기타/부지조성,기타,300억 ~ 500억원 미만,50~99인,1,300억 
5949,2020-05-02,봄,13:28,13,50~59%,흐림,토목/도로/도로,도로 및 포장공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5950,2020-05-04,봄,11:20,11,40~49%,맑음,토목/기타/부지조성,가설공사,200억 ~ 300억원 미만,50~99인,1,200억 
5951,2020-05-05,봄,15:00,15,80~89%,흐림,토목/상하수도/하수도,가설공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5952,2020-05-06,봄,8:10,8,60~69%,맑음,건축/건축물/자동차 관련시설,철근콘크리트공사,50억 ~ 100억원 미만,50~99인,1,50억 
5953,2020-05-06,봄,10:00,10,60~69%,안개,건축/건축물/업무시설,도장공사,200억 ~ 300억원 미만,50~99인,1,200억 
5954,2020-05-07,봄,7:52,7,50~59%,맑음,토목/교량/도로교량,교량공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5955,2020-05-07,봄,15:20,15,10~19%,맑음,건축/건축물/업무시설,철근콘크리트공사,200억 ~ 300억원 미만,50~99인,1,200억 
5956,2020-05-08,봄,11:03,11,10% 미만,맑음,건축/건축물/공동주택,건축 토공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5957,2020-05-08,봄,13:55,13,50~59%,맑음,건축/건축물/운수시설,수장공사,50억 ~ 100억원 미만,50~99인,1,50억 
5958,2020-05-09,봄,9:20,9,80~89%,강우,건축/건축물/숙박시설,철근콘크리트공사,200억 ~ 300억원 미만,50~99인,1,200억 
5959,2020-05-11,봄,6:00,6,60~69%,안개,건축/건축물/의료시설,기타,150억 ~ 200억원 미만,50~99인,1,150억 
5960,2020-05-11,봄,10:20,10,50~59%,맑음,건축/건축물/교육연구시설,기타,200억 ~ 300억원 미만,50~99인,1,200억 
5961,2020-05-11,봄,15:00,15,70~79%,맑음,건축/건축물/공동주택,기타,100억 ~ 150억원 미만,50~99인,1,100억 
5962,2020-05-12,봄,14:15,14,40~49%,맑음,토목/도로/도로,터널공사,"1,000만 ~ 2,000만원 미만",50~99인,1,"1,000만 "
5963,2020-05-12,봄,15:47,15,10~19%,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5964,2020-05-13,봄,11:06,11,50~59%,맑음,건축/건축물/문화 및 집회시설,기타,100억 ~ 150억원 미만,50~99인,1,100억 
5965,2020-05-14,봄,10:40,10,60~69%,흐림,건축/건축물/기타,기타,200억 ~ 300억원 미만,50~99인,1,200억 
5966,2020-05-15,봄,8:20,8,60~69%,흐림,건축/건축물/문화 및 집회시설,기타,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5967,2020-05-15,봄,18:08,18,30~39%,맑음,토목/터널/철도터널,가설공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5968,2020-05-16,봄,13:40,13,10~19%,흐림,토목/터널/도로터널,터널공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5969,2020-05-18,봄,14:20,14,50~59%,맑음,건축/건축물/업무시설,기타,100억 ~ 150억원 미만,50~99인,1,100억 
5970,2020-05-18,봄,16:04,16,40~49%,강우,건축/건축물/기타,기타,50억 ~ 100억원 미만,50~99인,2,50억 
5971,2020-05-20,봄,16:25,16,80~89%,맑음,건축/건축물/기타,기타,150억 ~ 200억원 미만,50~99인,1,150억 
5972,2020-05-21,봄,15:30,15,10~19%,맑음,건축/건축물/공동주택,철근콘크리트공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5973,2020-05-21,봄,15:37,15,30~39%,맑음,건축/건축물/교육연구시설,철근콘크리트공사,50억 ~ 100억원 미만,50~99인,1,50억 
5974,2020-05-22,봄,19:40,19,20~29%,맑음,건축/건축물/공동주택,해체 및 철거공사,200억 ~ 300억원 미만,50~99인,1,200억 
5975,2020-05-23,봄,10:00,10,80~89%,흐림,조경/기타,기타,10억 ~ 20억원 미만,50~99인,1,10억 
5976,2020-05-23,봄,10:00,10,90% 이상,맑음,건축/건축물/공동주택,건축 토공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5977,2020-05-24,봄,8:00,8,10~19%,맑음,건축/건축물/공동주택,철근콘크리트공사,300억 ~ 500억원 미만,50~99인,1,300억 
5978,2020-05-24,봄,9:30,9,20~29%,강우,건축/건축물/의료시설,해체 및 철거공사,100억 ~ 150억원 미만,50~99인,1,100억 
5979,2020-05-25,봄,10:30,10,20~29%,흐림,건축/건축물/교육연구시설,지정공사,50억 ~ 100억원 미만,50~99인,1,50억 
5980,2020-05-25,봄,13:05,13,90% 이상,맑음,건축/건축물/공동주택,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5981,2020-05-26,봄,7:00,7,40~49%,맑음,건축/건축물/공동주택,기타,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5982,2020-05-26,봄,9:00,9,50~59%,흐림,건축/건축물/업무시설,철근콘크리트공사,300억 ~ 500억원 미만,50~99인,1,300억 
5983,2020-05-26,봄,10:00,10,90% 이상,흐림,건축/건축물/공동주택,관공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5984,2020-05-26,봄,10:00,10,60~69%,흐림,건축/건축물/공동주택,기타,200억 ~ 300억원 미만,50~99인,1,200억 
5985,2020-05-26,봄,14:40,14,60~69%,맑음,건축/건축물/공동주택,해체 및 철거공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5986,2020-05-27,봄,7:15,7,10~19%,맑음,건축/건축물/업무시설,철근콘크리트공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5987,2020-05-27,봄,13:30,13,20~29%,맑음,건축/건축물/공장,기타,300억 ~ 500억원 미만,50~99인,1,300억 
5989,2020-05-27,봄,17:50,17,20~29%,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5990,2020-05-28,봄,8:35,8,40~49%,맑음,토목/기타/부지조성,가설공사,200억 ~ 300억원 미만,50~99인,1,200억 
